userId,movieId,rating,timestamp,user_idx,movie_idx
545,345,1.0,845651831,544,305
563,1921,4.5,1112208941,562,1491
597,2712,2.0,965181896,596,2168
461,1732,4.0,1193066631,460,1374
336,593,4.5,1248028606,335,525
578,891,5.0,858655640,577,714
42,914,5.0,1399113979,41,735
458,95441,3.5,1444851814,457,9393
138,543,2.0,835879874,137,486
636,1278,3.0,939666078,635,1037
265,1387,4.0,974736683,264,1126
244,586,3.0,953170157,243,519
62,1617,4.0,1268779668,61,1295
188,274,2.0,879102540,187,243
396,81591,4.0,1449803269,395,8758
354,2080,3.0,965328072,353,1639
69,1221,5.0,1121089128,68,982
54,173,2.0,1146963075,53,148
189,1283,5.0,1170026733,188,1042
228,1215,5.0,1124278737,227,976
619,4995,4.5,1445257220,618,3887
236,5952,5.0,1119960549,235,4457
510,3016,4.0,1217319599,509,2409
599,83613,4.0,1424812929,598,8842
564,377,2.0,957924978,563,336
293,2949,4.5,1276627495,292,2359
597,5649,3.0,965181484,596,4300
574,4993,4.0,1257554043,573,3885
103,3246,1.0,978554571,102,2586
422,2000,3.5,1074649909,421,1563
627,1722,3.0,1237989893,626,1368
213,945,3.5,1112242805,212,765
342,74,3.0,845455033,341,68
575,1247,4.0,953379952,574,1006
402,3918,2.0,1172481750,401,3088
318,539,3.0,842517958,317,482
643,1036,3.5,1300443714,642,843
192,593,3.0,1002132574,191,525
461,26776,4.5,1223546008,460,6239
568,1500,3.5,1142788682,567,1214
668,96563,3.5,1351438799,667,9429
436,508,4.0,837694083,435,452
575,51540,3.5,1187892821,574,7298
160,2070,5.0,903570144,159,1629
219,4720,5.0,1011719161,218,3697
160,232,5.0,901155447,159,203
164,2403,5.0,1440963938,163,1912
261,778,4.0,1138113154,260,644
228,1713,4.0,1141873054,227,1363
158,253,4.0,1247269271,157,223
354,2363,2.0,1017843360,353,1874
575,3999,2.0,993387210,574,3152
668,254,2.0,1035574805,667,224
380,1210,4.0,1020277863,379,971
24,3256,4.0,963468831,23,2596
461,2186,4.0,1193064040,460,1740
389,49772,4.5,1322437779,388,7223
575,53123,3.5,1202136774,574,7381
232,66801,4.5,1278968363,231,8040
88,1179,4.5,1180892420,87,944
605,3578,3.0,975783541,604,2836
414,1036,0.5,1100885890,413,843
236,1682,4.5,1119961292,235,1343
415,6016,5.0,1341263213,414,4503
310,182,3.0,1141991389,309,157
555,49,4.0,875314587,554,46
410,2625,3.0,1146158912,409,2096
499,72011,3.5,1277426616,498,8287
204,1584,4.0,1159882362,203,1264
627,2872,3.5,1237932607,626,2294
418,1233,4.5,1100030773,417,993
458,6539,4.0,1083574412,457,4802
244,1027,2.0,953170157,243,834
668,2944,3.0,1025860545,667,2354
510,4874,3.0,1217319535,509,3803
575,1562,2.0,949703764,574,1253
207,597,4.0,992198828,206,529
247,134130,3.5,1451122819,246,10243
88,1917,3.0,1180999516,87,1488
66,4848,4.0,1041611749,65,3787
62,7044,3.5,1267564912,61,5123
606,4993,2.5,1448032498,605,3885
224,86377,5.0,1420794281,223,8959
269,2948,3.0,1293106080,268,2358
285,2710,5.0,974036219,284,2166
272,2394,3.0,952634915,271,1904
192,5096,4.5,1059406429,191,3958
158,2427,4.0,1241050775,157,1936
575,52321,2.0,1196726539,574,7335
597,1468,3.0,965119341,596,1189
578,810,4.0,858655587,577,666
137,1982,2.5,1225511606,136,1548
402,485,2.0,1172440196,401,430
296,2054,1.5,1085797700,295,1614
589,63082,4.0,1420582380,588,7910
600,3115,4.0,1025322895,599,2497
110,923,5.0,992248994,109,744
146,969,5.0,944926362,145,788
396,912,5.0,1449803279,395,733
62,1261,1.0,1269754267,61,1020
458,5152,2.0,1403028700,457,3998
123,2797,4.5,1075394185,122,2238
534,1249,5.0,916850365,533,1008
576,1391,4.0,1445458816,575,1130
83,356,4.0,1418837859,82,316
607,5445,5.0,1025028829,606,4172
238,5015,4.5,1082123171,237,3903
268,41285,3.0,1227220109,267,6840
610,79132,5.0,1303104919,609,8626
354,3527,2.0,965327561,353,2799
532,3253,4.5,1440346436,531,2593
402,1681,1.5,1172476176,401,1342
69,6787,4.0,1121089071,68,4953
473,589,5.0,836972650,472,522
525,1233,4.0,946571019,524,993
235,2707,4.0,953675769,234,2163
597,1097,4.0,965117469,596,894
218,741,5.0,1255805626,217,623
485,216,3.0,1029356017,484,188
422,1552,3.5,1064794663,421,1249
469,1258,5.0,865533932,468,1017
113,34405,4.0,1209266196,112,6688
275,262,2.0,1136712627,274,232
607,2385,1.0,974786139,606,1896
242,1617,5.0,946887819,241,1295
633,1270,4.0,1140153195,632,1029
425,2289,5.0,1077440854,424,1811
554,3948,3.5,1111864600,553,3107
110,194,4.5,1096186146,109,167
156,1703,3.0,897595750,155,1359
461,1186,4.0,1179853045,460,949
545,589,3.0,845321663,544,522
220,2474,3.5,1112609447,219,1979
57,55721,4.5,1309218963,56,7531
29,364,5.0,836583904,28,323
513,4128,5.0,1322788338,512,3247
63,780,3.5,1299507625,62,646
107,2374,2.0,958165872,106,1885
399,647,3.0,945155394,398,563
132,1721,5.0,903034847,131,1367
461,1777,3.0,1193066595,460,1398
414,1748,5.0,1037036654,413,1381
589,2959,2.5,1420582345,588,2365
177,3869,3.0,1074054365,176,3055
545,300,3.0,845321776,544,263
156,1327,1.0,886548279,155,1077
601,515,4.0,938942467,600,459
354,709,2.0,965328128,353,602
376,1968,4.0,942191782,375,1534
88,5669,4.5,1100103234,87,4312
128,5388,4.5,1262161747,127,4134
615,2391,4.0,955126510,614,1901
519,1234,5.0,1446449114,518,994
38,26133,4.0,1406487556,37,6059
303,4008,3.0,975172141,302,3159
462,802,5.0,862800608,461,658
583,3766,3.0,978507922,582,2977
328,8360,3.0,1256102275,327,5616
532,541,5.0,1441999910,531,484
96,719,2.0,857048880,95,610
646,2336,4.0,1093653728,645,1849
627,8633,3.5,1237940563,626,5722
668,556,2.5,1092028030,667,499
649,5956,2.0,1062617967,648,4460
66,1473,1.0,961686430,65,1192
210,1921,5.0,1041825701,209,1491
597,858,5.0,965788155,596,695
461,104,2.5,1273068800,460,94
642,60069,4.5,1439791922,641,7757
542,4128,1.5,1411856534,541,3247
344,4638,2.5,1079416695,343,3632
580,33794,4.5,1209463923,579,6639
607,175,4.0,974714736,606,150
46,858,5.0,954566602,45,695
454,19,1.0,833724959,453,18
17,44022,4.5,1234034144,16,6939
260,588,2.0,847822543,259,521
303,1175,4.0,976124394,302,940
422,3034,3.0,1074650226,421,2424
469,1235,3.0,865534693,468,995
303,3361,5.0,976218051,302,2666
569,2858,5.0,1245979048,568,2281
63,59392,3.5,1299773064,62,7717
224,55282,2.0,1444769478,223,7503
403,7361,3.5,1222301509,402,5327
607,2539,3.0,974712650,606,2030
405,858,5.0,1296439249,404,695
393,252,2.0,848976768,392,222
668,3756,3.0,1038683180,667,2969
453,1214,4.0,859325786,452,975
659,8622,4.0,1394643996,658,5717
310,55272,3.5,1204407500,309,7498
590,62434,4.0,1243381108,589,7885
615,1610,4.0,955126609,614,1289
668,5963,4.0,1040182179,667,4466
21,7090,3.0,1436139333,20,5166
575,6215,2.5,1063629425,574,4597
480,5618,5.0,1136440817,479,4278
255,6793,2.5,1174420342,254,4956
140,150,3.0,847402686,139,126
498,224,3.0,852919456,497,195
383,4544,3.0,1214216415,382,3554
561,678,3.0,948000477,560,582
213,1682,3.5,1111501976,212,1343
6,1884,3.5,1348881393,5,1462
422,2329,5.0,1063152772,421,1843
160,28,4.0,902694822,159,27
128,55765,4.0,1262377843,127,7534
453,1274,4.0,859326191,452,1033
555,1544,3.0,875327169,554,1243
383,355,2.0,1214211245,382,315
436,361,3.0,837694577,435,320
363,1971,4.0,947644988,362,1537
461,98124,4.0,1421319506,460,9516
296,272,4.0,1085798876,295,241
668,4712,1.0,1026440944,667,3691
60,1073,4.0,1162941858,59,872
236,7153,4.5,1119960878,235,5206
461,2,4.0,1193066751,460,1
668,3412,3.0,1025886506,667,2705
567,165,4.0,1129521793,566,141
555,1306,4.0,875311794,554,1064
605,260,4.0,952134963,604,230
668,3635,3.5,1275796809,667,2875
334,480,3.0,845388605,333,426
668,2520,1.5,1098366557,667,2014
567,5989,3.5,1129523168,566,4484
274,1240,5.0,892802111,273,999
218,3793,4.5,1258135103,217,2999
498,173,1.0,852919311,497,148
609,1391,1.0,865265076,608,1130
461,3020,3.0,1193030973,460,2413
354,3994,4.0,1017785912,353,3148
425,95,2.5,1077442163,424,87
371,50,4.0,841274703,370,47
224,58295,4.0,1420794397,223,7645
102,2355,4.0,975430136,101,1866
380,112,3.0,1020278555,379,100
232,44,3.5,1277840018,231,41
567,3593,0.5,1129534990,566,2844
128,45672,3.0,1262368763,127,7030
17,150,4.0,1234032960,16,126
303,1274,1.0,976999235,302,1033
188,1228,5.0,879099190,187,989
341,3543,4.0,956685502,340,2810
235,3100,4.0,953677951,234,2482
397,2357,5.0,979409357,396,1868
413,33834,3.0,1310013188,412,6646
461,474,3.0,1193030913,460,421
443,1277,3.0,915220038,442,1036
451,778,4.5,1130495066,450,644
160,347,4.0,901155360,159,307
69,2555,1.0,1121284330,68,2044
1,589,3.5,1217896078,0,522
252,2644,5.0,1048128098,251,2111
62,8810,0.5,1267425512,61,5806
668,74944,2.5,1278692573,667,8456
146,3095,3.0,944925300,145,2477
410,903,3.0,1056469031,409,724
600,3360,4.0,1005450955,599,2665
599,70159,4.0,1424825421,598,8176
348,1732,4.5,1311172297,347,1374
383,316,3.5,1214210154,382,277
468,3099,2.0,965671389,467,2481
177,21,3.0,1074044789,176,20
410,1729,3.5,1054912311,409,1371
575,4518,3.0,994074256,574,3534
627,8879,3.0,1237933319,626,5838
354,5237,3.0,1017785775,353,4045
109,3255,4.0,971172313,108,2595
118,5445,3.0,1045002765,117,4172
584,608,5.0,944923787,583,537
354,2531,3.0,1017843494,353,2023
177,4369,2.0,1074054783,176,3423
128,55553,3.0,1269624905,127,7522
376,2877,4.0,942591102,375,2299
451,587,2.5,1130471485,450,520
665,56156,2.5,1231676027,664,7556
558,356,3.0,841216009,557,316
52,88744,3.5,1441810522,51,9066
278,7438,4.0,1341360382,277,5363
496,4980,5.0,1185239631,495,3874
114,3000,5.0,1452130401,113,2398
399,3147,3.0,945155917,398,2519
330,1408,4.0,1053307856,329,1144
268,1639,2.5,1227219920,267,1309
282,1,5.0,959816805,281,0
656,10,4.0,838777501,655,9
63,48043,2.5,1300029738,62,7136
668,1082,3.5,1098710705,667,879
213,3977,3.0,1129881654,212,3131
475,4446,2.0,1305359319,474,3480
558,595,3.0,841574542,557,527
492,299,5.0,835506376,491,262
601,1533,5.0,938943389,600,1235
168,1580,3.0,1159237959,167,1260
331,1374,3.5,1138986923,330,1115
389,1080,4.5,1315058111,388,877
495,2919,2.0,993842653,494,2332
322,1247,5.0,1030116814,321,1006
367,222,4.0,848329897,366,193
137,4487,3.0,1223514849,136,3507
668,909,4.0,1025848294,667,730
560,2880,4.0,1067531007,559,2302
668,97826,3.0,1418451350,667,9492
128,72308,1.5,1267504465,127,8302
89,608,3.0,1328925196,88,537
109,1023,4.0,919067289,108,831
18,733,4.0,1107372070,17,619
557,1594,3.5,1284928394,556,1274
164,37384,5.0,1440964216,163,6741
218,48082,5.0,1258390139,217,7137
558,261,4.0,841216280,557,231
109,2013,4.0,918645187,108,1575
180,48385,4.0,1180846550,179,7152
331,34150,4.5,1138982297,330,6668
451,1687,3.0,1131346556,450,1347
542,181,1.0,1304345682,541,156
532,86345,5.0,1440349151,531,8955
493,912,4.0,1218333226,492,733
426,750,4.0,973996307,425,630
224,163,3.5,1420829631,223,139
228,3869,4.0,1141170369,227,3055
216,1986,5.0,1025570948,215,1552
422,3396,4.5,1071611999,421,2692
228,410,3.5,1124122195,227,359
575,54190,3.5,1202252583,574,7427
24,16,4.0,963468757,23,15
607,4333,2.0,989742159,606,3396
627,1275,4.0,1237931342,626,1034
668,47493,3.0,1377491578,667,7104
475,6669,3.5,1388579758,474,4886
111,590,4.0,847916468,110,523
113,7361,4.5,1312772753,112,5327
555,1241,5.0,875311709,554,1000
242,1350,4.0,945675330,241,1096
296,3062,3.5,1085800588,295,2449
530,1127,3.0,945321509,529,914
244,916,5.0,953167073,243,737
637,2640,4.0,983918454,636,2107
128,4876,2.0,1272293339,127,3805
570,349,4.0,833568124,569,309
164,104241,3.5,1440812244,163,9755
619,3793,4.0,1445257205,618,2999
179,1614,2.0,1082809474,178,1292
597,1992,3.0,965154850,596,1555
189,2726,5.0,1170026030,188,2181
623,348,4.0,836686579,622,308
224,110553,2.5,1420877002,223,9937
575,2165,3.0,939809387,574,1720
549,6565,3.5,1219555069,548,4817
458,7364,4.0,1081751980,457,5329
189,534,4.0,1170024871,188,477
232,1597,4.0,1277412674,231,1277
460,924,3.0,1130274281,459,745
375,3062,5.0,1046194517,374,2449
615,290,4.0,955124962,614,255
198,595,5.0,958688997,197,527
575,3444,2.0,952546762,574,2735
201,2885,3.0,1027310714,200,2307
242,913,4.0,944908253,241,734
574,2858,4.0,1257553608,573,2281
198,2759,3.0,958689685,197,2206
286,1590,4.0,1437596665,285,1270
399,1918,4.0,945154077,398,1489
268,51540,2.0,1227219404,267,7298
337,1265,5.0,962605295,336,1024
383,8967,3.0,1214216433,382,5884
552,1,5.0,850495445,551,0
558,218,3.0,841574460,557,190
436,224,3.0,837694066,435,195
102,3100,3.0,975787361,101,2482
31,62,5.0,832397692,30,57
224,3081,4.5,1390027186,223,2465
443,1206,4.0,915221671,442,967
458,1220,4.5,1398533372,457,981
190,480,3.0,840451038,189,426
560,1617,5.0,1067540194,559,1295
265,2924,5.0,974736756,264,2336
136,2717,2.0,1250943290,135,2172
451,27721,4.0,1130495060,450,6355
458,2132,4.0,975779982,457,1688
220,3275,4.5,1111498255,219,2615
410,6541,2.0,1146959741,409,4803
166,96610,4.0,1440319566,165,9434
164,2321,4.0,1440814343,163,1835
420,2015,3.0,956588893,419,1577
475,99857,2.5,1376563099,474,9568
255,3033,2.5,1174416350,254,2423
64,48394,4.5,1193288953,63,7154
476,7323,3.5,1267547551,475,5308
343,1527,5.0,1196304546,342,1232
255,50806,2.0,1174416130,254,7266
213,2137,4.0,1112607915,212,1693
558,1025,2.0,841574634,557,833
567,1965,2.5,1129523573,566,1531
228,1385,3.5,1141173658,227,1124
485,3255,3.5,1059649124,484,2595
220,8957,2.5,1112608753,219,5877
575,74851,3.5,1276530342,574,8452
399,1537,5.0,945154442,398,1238
650,351,5.0,965434091,649,311
179,923,3.5,1082805298,178,744
343,8360,2.0,1196304396,342,5616
575,97938,3.5,1357327142,574,9505
668,2176,3.0,1258436954,667,1730
164,41569,3.0,1440964000,163,6845
549,4677,3.0,1216529401,548,3664
444,62,5.0,833531782,443,57
287,1527,5.0,869578763,286,1232
164,87529,3.0,1440812399,163,9027
138,225,5.0,835879265,137,196
232,4027,4.0,1277406552,231,3176
228,1391,3.5,1141172908,227,1130
62,2337,3.5,1267565055,61,1850
458,112,3.0,953241309,457,100
637,4128,5.0,983920046,636,3247
128,6966,2.5,1272598708,127,5059
164,1954,4.5,1440964372,163,1520
69,1267,4.5,1121089326,68,1026
469,260,3.0,865436297,468,230
436,62,5.0,837694066,435,57
544,2000,5.0,945034289,543,1563
668,7708,3.5,1091806293,667,5435
578,780,5.0,858655124,577,646
232,1388,3.5,1277842226,231,1127
110,3967,5.0,994413598,109,3124
89,23,3.0,1328924864,88,22
120,920,4.0,960331849,119,741
88,2105,4.0,1040276554,87,1664
219,4369,5.0,1011718691,218,3423
192,2268,4.0,1077120513,191,1795
668,38713,3.5,1258742040,667,6776
105,1374,4.0,857738910,104,1115
628,1374,4.5,1112473971,627,1115
422,3481,3.5,1063251652,421,2765
198,2917,5.0,958688200,197,2330
88,1282,4.0,1203457953,87,1041
600,2662,4.0,1018673135,599,2125
628,6333,3.5,1112468105,627,4680
310,1393,3.5,1092170409,309,1132
218,27773,5.0,1255806599,217,6367
128,89470,3.5,1324623455,127,9107
144,64622,5.0,1242184994,143,7950
576,132486,5.0,1445084123,575,10229
478,54276,5.0,1242923571,477,7434
236,2797,3.0,1119981057,235,2238
180,6155,1.0,1181014740,179,4559
291,2772,5.0,967487316,290,2218
42,55247,1.5,1399111155,41,7490
252,552,1.0,1024762555,251,495
471,3755,4.0,972784017,470,2968
250,3889,0.5,1107162630,249,3065
668,1663,2.0,1026442779,667,1329
168,316,3.5,1159239186,167,277
422,2353,2.5,1063251910,421,1864
177,293,4.0,1074042809,176,258
296,1674,4.0,1085798861,295,1337
475,86880,3.0,1307304294,474,8986
315,1275,3.5,1131746575,314,1034
177,1198,4.0,1074042922,176,960
506,1120,3.0,1175237375,505,908
284,609,4.0,855582432,283,538
160,1409,4.0,902695586,159,1145
75,2028,1.0,1051069398,74,1590
535,72641,2.0,1432619814,534,8325
180,4901,3.0,1180920742,179,3821
451,40278,4.0,1153103033,450,6808
393,1,5.0,848976733,392,0
275,1201,5.0,1136709535,274,963
434,8132,3.5,1241406938,433,5560
337,2151,3.0,962608132,336,1707
567,2476,3.0,1129535737,566,1981
533,1760,4.0,1215816383,532,1390
331,3175,4.0,1138755894,330,2541
528,6350,3.0,1252650184,527,4691
597,1370,4.0,965155548,596,1111
501,2353,3.0,1042992520,500,1864
668,5288,3.5,1091977039,667,4070
194,69253,4.0,1364051988,193,8130
567,1580,3.0,1129521940,566,1260
343,780,3.0,1196304289,342,646
473,431,4.0,836973059,472,379
177,1441,3.0,1074043988,176,1169
668,52579,3.5,1200630687,667,7351
29,165,3.0,836229885,28,141
561,2761,5.0,947999928,560,2208
383,4022,4.0,1214210769,382,3172
432,1676,5.0,957670549,431,1339
560,1267,5.0,1067544462,559,1026
213,594,4.0,1112607901,212,526
560,2014,4.0,1067535779,559,1576
622,104841,5.0,1447455153,621,9776
634,4214,1.0,1188437820,633,3311
113,44195,4.0,1209266225,112,6945
480,778,4.0,1136440903,479,644
633,7143,4.5,1140152968,632,5200
118,912,5.0,1045005471,117,733
255,5128,3.0,1174419301,254,3985
495,1208,4.0,993840669,494,969
36,380,3.0,847183057,35,339
337,3384,4.0,962608762,336,2681
7,3623,2.5,1322063609,6,2868
367,480,3.0,833675892,366,426
607,1240,4.0,974707026,606,999
560,2421,4.0,1067534368,559,1930
109,371,5.0,918801450,108,330
228,4178,5.0,1124278625,227,3284
113,3489,3.0,1209273812,112,2769
644,786,3.0,868190096,643,652
568,648,2.5,1142789212,567,564
177,4834,3.0,1074129608,176,3777
625,1499,2.0,1085176449,624,1213
19,4022,4.0,1442282129,18,3172
600,260,4.0,977982061,599,230
284,260,4.0,855582380,283,230
653,327,2.0,829072857,652,287
213,1193,4.0,1111501716,212,956
451,2769,4.0,1130718427,450,2215
88,288,4.0,1143594753,87,253
558,265,5.0,841216295,557,234
383,32587,4.0,1214211366,382,6560
575,5563,4.0,1047210953,574,4250
102,3556,3.0,979928771,101,2822
244,1955,4.0,953173007,243,1521
607,3,3.0,977939511,606,2
9,377,3.0,842686370,8,336
560,2746,4.5,1067544958,559,2197
189,25940,5.0,1170026047,188,6003
158,7153,4.5,1241051666,157,5206
310,724,2.0,1150014404,309,613
607,3527,5.0,974707204,606,2799
224,32296,1.5,1425336345,223,6537
269,3755,2.0,1293104785,268,2968
194,53140,3.0,1364054218,193,7388
220,3949,3.5,1111757568,219,3108
607,2662,3.0,974707071,606,2125
627,56511,4.0,1238074594,626,7573
365,4368,3.0,1062893629,364,3422
458,5095,4.0,1045944041,457,3957
506,6041,2.0,1175238629,505,4516
250,1080,4.0,1107161354,249,877
164,444,3.0,1440813712,163,392
218,70286,5.0,1258126944,217,8180
275,3022,2.5,1136712581,274,2415
506,1101,3.0,1175243859,505,897
668,81819,4.5,1307028414,667,8773
232,2502,4.5,1277375052,231,2001
128,48738,4.0,1343239627,127,7174
122,1610,5.0,1024805531,121,1289
387,7347,4.0,1293869389,386,5321
607,4040,3.0,977689296,606,3189
628,6331,5.0,1112472265,627,4678
62,2174,3.0,1267427018,61,1729
232,65126,4.5,1289345456,231,7964
113,110,4.0,1209267052,112,98
149,1291,5.0,855909664,148,1050
270,3897,3.0,1004085955,269,3072
471,920,4.0,972415437,470,741
568,1610,3.0,1142789480,567,1289
451,541,5.0,1130494824,450,484
461,4370,3.0,1193065596,460,3424
148,225,3.0,837259385,147,196
25,1784,5.0,916663859,24,1401
179,272,3.5,1056439982,178,241
254,1653,5.0,1354258744,253,1321
584,3090,3.0,945276112,583,2472
126,2082,2.0,1269877393,125,1641
162,440,4.0,836675475,161,388
280,1923,5.0,944897905,279,1493
563,8340,3.5,1112211439,562,5614
575,204,2.0,940143068,574,176
561,504,2.0,948001282,560,448
345,8620,3.5,1395028592,344,5716
88,3254,3.0,1236285429,87,2594
575,8010,4.0,1085090387,574,5535
475,1589,3.0,1364132860,474,1269
528,65261,5.0,1252654525,527,7975
330,6301,5.0,1052439857,329,4657
224,196,3.0,1420829720,223,169
605,3751,4.0,968709591,604,2964
310,41716,2.0,1189797522,309,6853
232,85131,4.0,1300169851,231,8902
156,2,3.0,885581755,155,1
321,588,3.0,848665558,320,521
622,41571,4.0,1447457381,621,6846
310,303,2.5,1130171006,309,266
193,2763,5.0,944899917,192,2210
29,1438,3.0,862069304,28,1166
255,160,3.0,1174420165,254,136
7,2571,5.0,1322062812,6,2056
458,4333,2.0,1166291735,457,3396
244,410,2.0,953169339,243,359
458,44022,3.0,1235753480,457,6939
569,2918,4.0,1245979128,568,2331
344,89,3.0,1079416255,343,82
558,150,3.0,841215906,557,126
220,2136,3.5,1112707345,219,1692
207,2987,1.0,992198226,206,2388
584,1190,4.0,944926190,583,953
458,3300,3.0,1027258544,457,2627
405,26347,5.0,1296442373,404,6131
348,4226,5.0,1311170210,347,3322
428,2947,4.0,1105415115,427,2357
404,1378,3.5,1266117729,403,1119
428,3020,4.0,1105415796,427,2413
354,2264,1.0,1017843042,353,1791
574,86911,3.0,1311396138,573,8992
211,2182,3.5,1138402907,210,1736
458,5199,4.0,1055064800,457,4025
568,6787,4.0,1146932398,567,4953
148,377,4.0,837259487,147,336
485,6503,3.0,1058174351,484,4779
530,2359,4.0,972348183,529,1870
456,540,3.0,841936894,455,483
232,85510,4.0,1302640510,231,8923
180,8464,4.0,1180912544,179,5650
352,260,5.0,1006316416,351,230
128,48516,4.5,1262125385,127,7158
188,95,2.0,879096927,187,87
440,2918,5.0,962682600,439,2331
555,454,5.0,875313719,554,402
458,56782,4.0,1228424435,457,7584
384,2078,4.0,1065385527,383,1637
668,85010,3.0,1361284777,667,8896
196,15,3.0,834707854,195,14
275,7227,4.0,1136713028,274,5255
107,1333,4.0,958158366,106,1082
665,60753,3.5,1231675839,664,7797
607,2447,3.0,981018269,606,1955
105,356,4.0,857735425,104,316
668,3788,2.0,1098561566,667,2994
315,3062,3.5,1075409606,314,2449
38,1566,4.5,1406484046,37,1255
428,5628,2.0,1105416319,427,4283
484,4214,3.5,1308770512,483,3311
